SENT	1534E-ANSHEL,1r.3
1	dr_veyl	C	דר_װײל	dr_VYl	_
24	vr_brengn	VB	װר_ברענגן	Vr_brengN	_
25	dz	C	דז	dz	_
26	der	D	דער	der	_
27	yung	N	יונג	yvng	_
28	ds	D	דס	ds	_
29	doyts	N	דױץ	dWQ	_
30	ds	D	דס	ds	_
31	gnts	ADJ	גנץ	gnQ	_
32	esrim	H	עסרים	esryM	twenty
33	uarbe	H	אואַרבע	AvAarbe	and_four
34	tsu	P	צו	qv	_
35	vegn	N	װעגן	VegN	_
36	brengt	VBF	ברענגט	brengt	_

SENT	1534E-ANSHEL,1l.36
1	ikh	PRO	איך	AyX	_
2	vil	MDF	װיל	Vyl	_
3	al	Q	אַל	Aal	_
4	di	D	די	dy	_
5	gibetn	VBN	גיבעטן	gybetN	_
6	habn	HV	האַבן	hAabN	_
7	di	WPRO	די	dy	_
8	in	P	אין	AyN	_
9	dizm	D	דיזם	dyzM	_
10	bukhleyn	N	בוכלײן	bvxlYN	_
11	leyan	VBF	לײאַן	lYAaN	_

SENT	1534E-ANSHEL,1l.37
1	ub	C	אוב	Avb	_
2	eynr	PRO	אײנר	AYnr	_
3	dainn	DR+P	דאַיִנן	dAayinN	_
4	vint	VBF	װינט	Vynt	_
5	eyn	D	אײן	AYN	_
6	vart	N	װאַרט	VAart	_
7	dz	WPRO	דז	dz	_
8	in	PRO	אין	AyN	_
9	dunkt	VBF	דונקט	dvnkt	_
10	vr_doytst	VAN	װר_דױצט	Vr_dWqt	_
11	zeyn	BE	זײן	zYN	_
12	nit	NEG	ניט	nyt	_
13	nakh	P	נ"ך	n"X	_
14	dem	D	דעם	deM	_
15	dkduk	N	דקדוק	dkdvk	_
16	den	D	דען	deN	_
17	vil	MDF	װיל	Vyl	_
18	ikh	PRO	איך	AyX	_
19	gibetn	VBN	גיבעטן	gybetN	_
20	habn	HV	האַבן	hAabN	_
21	er	PRO	ער	er	_
22	zul	MDF	זול	zvl	_
23	mikh	PRO	מיך	myX	_
24	nit	NEG	ניט	nyt	_
25	azu	ADV	אַזו	Aazv	_
26	bld	ADV	בלד	bld	_
27	vrshuldigin	VB	װרשולדיגין	Vr$vldygyN	_

SENT	1534E-ANSHEL,1l.38
1	ven	CONJ	װען	VeN	_
2	varum	CONJ	װאַרום	VAarvM	_
3	ikh	PRO	איך	AyX	_
4	vays	VBF	װײַס	VYas	_
5	dz	C	דז	dz	_
6	vil	Q	װיל	Vyl	_
7	vartr	N	װאַרטר	VAartr	_
8	darinn	DR+P	דאַרינן	dAarynN	_
9	zeyn	VBF	זײן	zYN	_
10	di	WPRO	די	dy	_
11	nit	NEG	ניט	nyt	_
12	nakh	P	נ"ך	n"X	_
13	dem	D	דעם	deM	_
14	dkduk	N	דקדוק	dkdvk	_
15	vr_doytst	VAN	װר_דױצט	Vr_dWqt	_
16	zeyn	BEF	זײן	zYN	_

SENT	1534E-ANSHEL,1l.39
1	un	CONJ	און	AvN	_
2	ds	D	דס	ds	_
3	hab	HVF	האַב	hAab	_
4	ikh	PRO	איך	AyX	_
5	moyzn	MDN-IPP	מױזן	mWzN	_
6	tun	VB	טון	tvN	_
7	dz	C	דז	dz	_
8	ikh	PRO	איך	AyX	_
9	es	PRO	עס	es	_
10	hab	HVF	האַב	hAab	_
11	vr_doytst	VBN	װר_דױצט	Vr_dWqt	_
12	nakh	P	נ"ך	n"X	_
13	dem	D	דעם	deM	_
14	pst	N	פּסט	pst	_
15	vi	WADV	װי	Vy	_
16	zikh	PRO	זיך	zyX	_
17	der	D	דער	der	_
18	pst	N	פּסט	pst	_
19	ubr	P	אובר	Avbr	_
20	anndr	PRO	אַננדר	Aanndr	_
21	ret	VBF	רעט	ret	_
22	un	CONJ	און	AvN	_
23	nit	NEG	ניט	nyt	_
24	nakh	P	נ"ך	n"X	_
25	dem	D	דעם	deM	_
26	dikduk	N	דיקדוק	dykdvk	_
27	az	C	אַז	Aaz	_
28	mn	PRO	מן	mN	_
29	den	ADV	דען	deN	_
30	vint	VBF	װינט	Vynt	_
31	in	P	אין	AyN	_
32	den	D	דען	deN	_
33	mfrsi	N	מפֿרסי	mfrsy	_

SENT	1534E-ANSHEL,1l.40
1	darum	DR+P	דאַרום	dAarvM	_
2	bit	VBF	ביט	byt	_
3	ikh	PRO	איך	AyX	_
4	eyn	D	אײן	AYN	_
5	iklikhn	Q	איקליכן	AyklyxN	_
6	er	PRO	ער	er	_
7	zul	MDF	זול	zvl	_
8	yu	ADV	יו	yv	_
9	lian	VB	ליִאַן	lyiAaN	_
10	di	D	די	dy	_
11	mfrsi	N	מפֿרסי	mfrsy	_
12	i	C	אי	Ay	_
13	er	PRO	ער	er	_
14	mikh	PRO	מיך	myX	_
15	bisuldigt	VBF	ביסולדיגט	bysvldygt	_
16	dz	X	דז	dz	_
17	zeyn?	X	זײן?	zYN?	_
18	gi..	X	גי..	gy..	_
19	oykh	ADV	אױך	AWX	_
20	nit	NEG	ניט	nyt	_
21	gnts	ADV	גנץ	gnQ	_
22	un	CONJ	און	AvN	_
23	...	PUNC	...	...	_

SENT	1534E-ANSHEL,1l.41
1	dz	C	דז	dz	_
2	vil	Q	װיל	Vyl	_
3	varter	N	װאַרטער	VAarter	_
4	darinn	DR+P	דאַרינן	dAarynN	_
5	zeyn	VBF	זײן	zYN	_
6	di	WPRO	די	dy	_
7	ikh	PRO	איך	AyX	_
8	hb	HVF	הב	hb	_
9	mkbl	RP-H	מקבל	mkbl	_
10	givest	VBN	גיװעסט	gyVest	_
11	vin	P	װין	VyN	_
12	meynin	PRO$	מײנין	mYnyN	_
13	rbi	N	רבי	rby	_

SENT	1534E-ANSHEL,2r.44
1	der	WPRO	דער	der	_
2	da	ADV	דאַ	dAa	_
3	inn	ADV	אינן	AynN	_
4	vint	VBF	װינט	Vynt	_
5	givislikhn	ADV	גיװיסליכן	gyVyslyxN	_
6	etsi..s	Q	עצי..ס	eqy..s	_
7	in_rekht	ADJ	אינ_רעכט	Ayn_rext	_

SENT	1534E-ANSHEL,2r.45
1	dz	WPRO	דז	dz	_
2	nakh	ADV	נ"ך	n"X	_
3	gisehn	VB	גיסעהן	gysehN	_
4	zal	MDF	ז"ל	z"l	_

SENT	1534E-ANSHEL,2r.46
1	di	WPRO	די	dy	_
2	nun	ADV	נ	n	_
3	iz	VBF	איז	Ayz	_
4	msms	RP-H	מסמס	msms	_
5	varn	ADV	װאַרן	VAarN	_
6	un	CONJ	און	AvN	_
7	hint	ADV	הינט	hynt	_

SENT	1534E-ANSHEL,2r.47
1	dz	WPRO	דז	dz	_
2	nukh	ADV	נוך	nvX	_
3	gisehn	VB	גיסעהן	gysehN	_
4	zul	MDF	זול	zvl	_

SENT	1534E-ANSHEL,2r.48
1	ven	C	װען	VeN	_
2	di	D	די	dy	_
3	yud	N	י	y	_
4	hintn	ADV	הינטן	hyntN	_
5-6	am	P~D	עם	eM	_
5	a	P	אַ	Aa	_
6	m	D	מ	m	_
7	vart	N	װאַרט	VAart	_
8	bey	P	בײ	bY	_
9	eynm	D	אײנם	AYnM	_
10	ptkh	N	פּטך	ptX	_
11	iz	VBF	איז	Ayz	_

SENT	1534E-ANSHEL,2r.49
1	ven	C	װען	VeN	_
2	bukh	N	בוך	bvX	_
3	deyn	PRO$	דײן	dYN	_
4	z.n	X	ז.נ	z.n	_
5	lsun	H	לסון	lsvN	language
6	ihid	H	איהיד	Ayhyd	Jewish

SENT	1534E-ANSHEL,2r.50
1	ven	C	װען	VeN	_
2	das	D	דת	dS	_
3	{vart}	N	{װאַרט}	{VAart}	_
4	iz	BEF	איז	Ayz	_
5	gihept	VAN	גיהעפּט	gyhept	_
6	tsu	P	צו	qv	_
7	eynm	D	אײנם	AYnM	_
8	andrn	ADJ	אַנדרן	AandrN	_
9	vart	N	װאַרט	VAart	_
10	ds	WPRO	דס	ds	_
11	drnukh	DR+P	דרנוך	drnvX	_
12	stit	VBF	סטיט	styt	_

SENT	1534E-ANSHEL,2l.52
1	der	WPRO	דער	der	_
2	nit	NEG	ניט	nyt	_
3	gignvertig	ADJ	גיגנװערטיג	gygnVertyg	_
4	iz	VBF	איז	Ayz	_

SENT	1534E-ANSHEL,2l.53
1	vau	WPRO	װאַו	VAav	_
2	fin	P	פֿין	fyN	_
3	er	PRO	ער	er	_
4	ridt	VBF	רידט	rydt	_

SENT	1534E-ANSHEL,2l.54
1	di	WPRO	די	dy	_
2	da	ADV	דאַ	dAa	_
3	iz	VBF	איז	Ayz	_
4	msms	RP-H	מסמס	msms	_
5	hintn	ADV	הינטן	hyntN	_
6	in	CONJ	אין	AyN	_
7	varn	ADV	װאַרן	VAarN	_
8-9	am	P~D	עם	eM	_
8	a	P	אַ	Aa	_
9	m	D	מ	m	_
10	vart	N	װאַרט	VAart	_

