SENT	1723W-SIMKHES,63.3
1	moshol	N	מאָשאָל	mAo$Aol	_
10	ba'arikhus	H	באַ'אַריכוס	bAa'Aaryxvs	in_length
11	derfun	DR+P	דערפֿון	derfvN	_
12	geshriben	VBN	געשריבען	ge$rybeN	_
13	hob	HVF	האָב	hAob	_
14	.	PUNC	.	.	_

SENT	1723W-SIMKHES,65.61
1	der	D	דער	der	_
2	mensh	N	מענש	men$	_
3	tut	DOF	טוט	tvt	_
4	glauben	VB	גלאַובען	glAavbeN	_
5	,	PUNC	,	,	_
6	voz	WPRO	װאָז	VAoz	_
7	nit	NEG	ניט	nyt	_
8	tsu	TO	צו	qv	_
9	glauben	VB	גלאַובען	glAavbeN	_
10	iz	VBF	איז	Ayz	_
11	.	PUNC	.	.	_

SENT	1723W-SIMKHES,65.62
1	er	PRO	ער	er	_
2	glaubt	VBF	גלאַובט	glAavbt	_
3	dem	D	דעם	deM	_
4	yetser_horo	N	יעצער_האָראָ	yeqer_hAorAo	_

SENT	1723W-SIMKHES,65.63
1	un	CONJ	און	AvN	_
2	hot	VBF	האָט	hAot	_
3	in	P	אין	AyN	_
4	zeyne	PRO$	זײנע	zYne	_
5	gedanken	N	געדאַנקען	gedAankeN	_
6	,	PUNC	,	,	_
7	er	PRO	ער	er	_
8	vert	RDF	װערט	Vert	_
9	nit	NEG	ניט	nyt	_
10	geshtroft	VAN	געשטראָפֿט	ge$trAoft	_
11	auf	P	אַוף	AavF	_
12	zeyne	PRO$	זײנע	zYne	_
13	averos	N	אַװעראָס	AaVerAos	_
14	.	PUNC	.	.	_

SENT	1723W-SIMKHES,65.64
1	zolkhes	ADJ	זאָלכעס	zAolxes	_
2	iz	VBF	איז	Ayz	_
3	nit	NEG	ניט	nyt	_
4	tsu	TO	צו	qv	_
5	glauben	VB	גלאַובען	glAavbeN	_
6	.	PUNC	.	.	_

SENT	1723W-SIMKHES,65.65
1	gotes	NPR$	גאָטעס	gAotes	_
2	shtrof	N	שטראָף	$trAoF	_
3	zeynen	VBF	זײנען	zYneN	_
4	fil	Q	פֿיל	fyl	_
5	auf	P	אַוף	AavF	_
6	dizer	D	דיזער	dyzer	_
7	velt	N	װעלט	Velt	_
8	un	CONJ	און	AvN	_
9	auf	P	אַוף	AavF	_
10	yener	D	יענער	yener	_
11	velt	N	װעלט	Velt	_
12	.	PUNC	.	.	_

SENT	1723W-SIMKHES,65.66
1	vi	WADV	װי	Vy	_
2	bald	ADV	באַלד	bAald	_
3	iz	BEF	איז	Ayz	_
4	es	PRO	עס	es	_
5	mit	P	מיט	myt	_
6	den	D	דען	deN	_
7	menshen	N	מענשען	men$eN	_
8	geshehen	VBN	געשעהען	ge$eheN	_
9	!	PUNC	!	!	_

SENT	1723W-SIMKHES,65.67
1	vi	WADV	װי	Vy	_
2	fil	Q	פֿיל	fyl	_
3	m'komos	H	מ'קאָמאָס	m'kAomAos	UNKNOWN
4	zeyn	BEF	זײן	zYN	_
5-6	untergangen	RP~VBN	אונטערגאַנגען	AvntergAangeN	_
5	unter	RP	אונטער	Avnter	_
6	gangen	VBN	גאַנגען	gAangeN	_
7	in	P	אין	AyN	_
8	erdtsiternis	N	ערדציטערניס	erdqyternys	_
9	,	PUNC	,	,	_
10	fil	Q	פֿיל	fyl	_
11	in	P	אין	AyN	_
12	volkenbrust	N	װאָלקענברוסט	VAolkenbrvst	_
13	,	PUNC	,	,	_
14	grose	ADJ	גראָסע	grAose	_
15	vaser	N	װאַסער	VAaser	_
16	.	PUNC	.	.	_

SENT	1723W-SIMKHES,65.68
1	eyn	D	אײן	AYN	_
2	shoo	N	שאָאָ	$AoAo	_
3	,	PUNC	,	,	_
4	eyn	D	אײן	AYN	_
5	rega	N	רעגאַ	regAa	_
6	iz	VBF	איז	Ayz	_
7	der	D	דער	der	_
8	mensh	N	מענש	men$	_
9	nit	NEG	ניט	nyt	_
10	zikher	ADJ	זיכער	zyxer	_
11	.	PUNC	.	.	_

SENT	1723W-SIMKHES,65.69
1	nun	ADV	נ	n	_
2	vorum	WPRO+P	װאָרום	VAorvM	_
3	tut	DOF	טוט	tvt	_
4	der	D	דער	der	_
5	mensh	N	מענש	men$	_
6	zukhen	VB	זוכען	zvxeN	_
7	di	D	די	dy	_
8	velt	N	װעלט	Velt	_
9	tsu	TO	צו	qv	_
10	hoben	VB	האָבען	hAobeN	_
11	un	CONJ	און	AvN	_
12	tut	DOF	טוט	tvt	_
13	nit	NEG	ניט	nyt	_
14	trakhten	VB	טראַכטען	trAaxteN	_
15	als	C	אַלס	Aals	_
16	der	D	דער	der	_
17	tot	N	טאָט	tAot	_
18	im	PRO	אים	AyM	_
19	tut	DOF	טוט	tvt	_
20	zukhen	VB	זוכען	zvxeN	_
21	?	PUNC	?	?	_

SENT	1723W-SIMKHES,65.70
1	er	PRO	ער	er	_
2	mag	MDF	מאַג	mAag	_
3	bald	ADV	באַלד	bAald	_
4	shterben	VB	שטערבען	$terbeN	_
5	.	PUNC	.	.	_

SENT	1723W-SIMKHES,65.71
1	vi	WADV	װי	Vy	_
2	ve	ADJ	װע	Ve	_
3	iz	VBF	איז	Ayz	_
4	die	D	דיִע	dyie	_
5	zelbige	ADJ	זעלביגע	zelbyge	_
6	sho	N	שעה	$eh	_
7	,	PUNC	,	,	_
8	ven	C	װען	VeN	_
9	man	PRO	מאַן	mAaN	_
10	mit	P	מיט	myt	_
11	lere	ADJ	לערע	lere	_
12	hant	N	האַנט	hAant	_
13	kumt	VBF	קומט	kvmt	_
14	.	PUNC	.	.	_

SENT	1723W-SIMKHES,65.72
1	ven	C	װען	VeN	_
2	der	D	דער	der	_
3	mensh	N	מענש	men$	_
4	gleykh	ADV	גלײך	glYX	_
5	lang	ADV	לאַנג	lAang	_
6	leben	VB	לעבען	lebeN	_
7	tut	DOF	טוט	tvt	_
8	,	PUNC	,	,	_
9	hot	VBF	האָט	hAot	_
10	er	PRO	ער	er	_
11	dokh	ADV	דאָך	dAoX	_
12	vetog	N	װעטאָג	VetAog	_
13	genugen	Q	גענוגען	genvgeN	_
14	.	PUNC	.	.	_

SENT	1723W-SIMKHES,65.73
1	er	PRO	ער	er	_
2	derlebt	VBF	דערלעבט	derlebt	_
3	grose	ADJ	גראָסע	grAose	_
4	leyd	N	לײד	lYd	_
5	,	PUNC	,	,	_
6	zeyne	PRO$	זײנע	zYne	_
7	freynd	N	פֿרײנד	frYnd	_
8	un	CONJ	און	AvN	_
9	zeyne	PRO$	זײנע	zYne	_
10	kinder	N	קינדער	kynder	_
11	shterben	VBF	שטערבען	$terbeN	_
12	for	P	פֿאָר	fAor	_
13	im	PRO	אים	AyM	_
14	un	CONJ	און	AvN	_
15	zunst	ADV	זונסט	zvnst	_
16	tsors	N	צאָרס	qAors	_
17	.	PUNC	.	.	_

SENT	1723W-SIMKHES,65.74
1	dokh	ADV	דאָך	dAoX	_
2	vil	MDF	װיל	Vyl	_
3	der	D	דער	der	_
4	mensh	N	מענש	men$	_
5	zikh	PRO	זיך	zyX	_
6	nit	NEG	ניט	nyt	_
7	bedenken	VB	בעדענקען	bedenkeN	_
8	l'tshuvo	H	ל'טשוּװאָ	l't$UVAo	to_repentance
9	,	PUNC	,	,	_
10	ven	C	װען	VeN	_
11	er	PRO	ער	er	_
12	gleykh	ADV	גלײך	glYX	_
13	fil	Q	פֿיל	fyl	_
14	mol	N	מאָל	mAol	_
15	geshtroft	VAN	געשטראָפֿט	ge$trAoft	_
16	vert	RDF	װערט	Vert	_
17	.	PUNC	.	.	_

SENT	1723W-SIMKHES,65.75
1	doz	D	דאָז	dAoz	_
2	makht	VBF	מאַכט	mAaxt	_
3	baavonosenu	H	באַאַװאָנאָסענו	bAaAaVAonAosenv	for_sins_our
4	horabim	H	האָראַבים	hAorAabyM	the_many
5	als	Q	אַלס	Aals	_

SENT	1723W-SIMKHES,65.76
1	veyl	C	װײל	VYl	_
2	der	D	דער	der	_
3	yetser_horo	N	יעצער_האָראָ	yeqer_hAorAo	_
4	fun	P	פֿון	fvN	_
5	yugent	N	יוגענט	yvgent	_
6	auf	RP	אַוף	AavF	_
7	bey	P	בײ	bY	_
8	im	PRO	אים	AyM	_
9	iber	P	איבער	Ayber	_
10	hant	N	האַנט	hAant	_
11	hot	HVF	האָט	hAot	_
12	genumen	VBN	גענומען	genvmeN	_
13	,	PUNC	,	,	_
14	get	VBF	גט	gt	_
15	er	PRO	ער	er	_
16	zeyn	PRO$	זײן	zYN	_
17	gevonheyt	N	געװאָנהײט	geVAonhYt	_
18	nokh	RP	נאָך	nAoX	_
19	;	PUNC	;	;	_

SENT	1723W-SIMKHES,65.77
1	treyb	VBI	טרײב	trYb	_
2	di	D	די	dy	_
3	kats	N	קאַץ	kAaQ	_
4	fun	P	פֿון	fvN	_
5	feyer	N	פֿײער	fYer	_
6	,	PUNC	,	,	_
7	kumt	VBF	קומט	kvmt	_
8	zi	PRO	זי	zy	_
9	alemol	ADV	אַלעמאָל	AalemAol	_
10	vider	ADV	װידער	Vyder	_
11	,	PUNC	,	,	_
12	veyl	C	װײל	VYl	_
13	zi	PRO	זי	zy	_
14	azo	ADV	אַזאָ	AazAo	_
15	gevont	ADJ	געװאָנט	geVAont	_
16	iz	VBF	איז	Ayz	_
17	.	PUNC	.	.	_

SENT	1723W-SIMKHES,65.78
1	azo	ADV	אַזאָ	AazAo	_
2	akh	ADV	אַך	AaX	_
3	der	D	דער	der	_
4	mensh	N	מענש	men$	_
5	.	PUNC	.	.	_

