SENT	1910E-GRINE-FELDER,63.3
1	ershter	ADJ	ערשטער	er$ter	_
2-3	er't	PRO~MDF	ער'ט	er't	_
2	er	PRO	ער	er	_
3	't	MDF	'ט	't	_
4	dokh	ADV	דאָך	dAoX	_
5	nisht	NEG	נישט	ny$t	_
6	farshteyn	VB	פֿאַרשטײן	fAar$tYN	_
7	,	PUNC	,	,	_
8	az	C	אַז	Aaz	_
9	fun	P	פֿון	fvN	_
10	im	PRO	אים	AyM	_
11	hobn	HVF	האָבן	hAobN	_
12	mir	PRO	מיר	myr	_
13	es	ES	עס	es	_
14	gelakht	VBN	געלאַכט	gelAaxt	_
15	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,71.336
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	kumt	VBF	קומט	kvmt	_
4	on	RP	אָן	AoN	_
5	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,71.337
1	stere	NPR	סטערע	stere	_
2	:	PUNC	:	:	_
3	ikh	PRO	איך	AyX	_
4	bet	VBF	בעט	bet	_
5	dikh	PRO	דיך	dyX	_
6	,	PUNC	,	,	_
7	tsinele	NPR	צינעלע	qynele	_
8	,	PUNC	,	,	_
9	zog	VBI	זאָג	zAog	_
10	im	PRO	אים	AyM	_
11	gornisht	Q	גאָרנישט	gAorny$t	_
12	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,71.338
1	tsine	NPR	צינע	qyne	_
2	:	PUNC	:	:	_
3	host	HVF	האָסט	hAost	_
4	gezen	VBN	געזען	gezeN	_
5	dem	D	דעם	deM	_
6	fremdn	ADJ	פֿרעמדן	fremdN	_
7	mentshn	N	מענטשן	ment$N	_
8	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,71.339
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	dos	D	דאָס	dAos	_
5	gey	VBF	גײ	gY	_
6	ikh	PRO	איך	AyX	_
7	take	ADV	טאַקע	tAake	_
8	a	D	אַ	Aa	_
9	kuk	N	קוק	kvk	_
10	gebn	VB	געבן	gebN	_
11	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,71.340
1	stere	NPR	סטערע	stere	_
2	:	PUNC	:	:	_
3	ikh	PRO	איך	AyX	_
4	bin	VBF	בין	byN	_
5	oyf	P	אױף	AWF	_
6	dir	PRO	דיר	dyr	_
7	in	P	אין	AyN	_
8	kaas	N	כּעס	Kes	_
9	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,71.341
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	vest	MDF	װעסט	Vest	_
5	zikh	PRO	זיך	zyX	_
6	mit	P	מיט	myt	_
7	mir	PRO	מיר	myr	_
8	iber	RP	איבער	Ayber	_
9	betn	VB	בעטן	betN	_
10	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,71.342
1	tsine	NPR	צינע	qyne	_
2	:	PUNC	:	:	_
3	hersh	NPR	הערש	her$	_
4	ber	NPR	בער	ber	_
5	,	PUNC	,	,	_
6	bist	VBF	ביסט	byst	_
7	a	D	אַ	Aa	_
8	lekish	N	לעקיש	leky$	_
9	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,71.343
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	vos	WPRO	װאָס	VAos	_
5	bin	VBF	בין	byN	_
6	ikh	PRO	איך	AyX	_
7	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,72.345
1	stere	NPR	סטערע	stere	_
2	:	PUNC	:	:	_
3	gedenk	VBI	געדענק	gedenk	_
4	,	PUNC	,	,	_
5	tsine	NPR	צינע	qyne	_
6	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.346
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	du	PRO	דו	dv	_
5	vest	MDF	װעסט	Vest	_
6	bald	ADV	באַלד	bAald	_
7	bay	P	בײַ	bYa	_
8	mir	PRO	מיר	myr	_
9	khapn	VB	כאַפּן	xAapN	_
10	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.347
1	er	PRO	ער	er	_
2	yogt	VBF	יאָגט	yAogt	_
3	nokh	RP	נאָך	nAoX	_
4	tsinen	NPR	צינען	qyneN	_
5	in	P	אין	AyN	_
6	shpas	N	שפּאַס	$pAas	_
7	,	PUNC	,	,	_
8	zi	PRO	זי	zy	_
9	antloyft	VBF	אַנטלױפֿט	AantlWft	_
10	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.348
1	stere	NPR	סטערע	stere	_
2	:	PUNC	:	:	_
3	ikh	PRO	איך	AyX	_
4	vel	MDF	װעל	Vel	_
5	helfn	VB	העלפֿן	helfN	_
6	zi	PRO	זי	zy	_
7	khapn	VB	כאַפּן	xAapN	_
8	;	PUNC	;	;	_

SENT	1910E-GRINE-FELDER,72.349
1	ot	FP	אָט	Aot	_
2	azoy	ADV	אַזױ	AazW	_
3	,	PUNC	,	,	_
4	farloyf	VBI	פֿאַרלױף	fAarlWF	_
5-6	tsum	P~D	צום	qvM	_
5	tsu	P	צו	qv	_
6	m	D	ם	M	_
7	brunem	N	ברונעם	brvneM	_
8	!	PUNC	!	!	_

SENT	1910E-GRINE-FELDER,72.350
1	tsine	NPR	צינע	qyne	_
2	shpringt	VBF	שפּרינגט	$pryngt	_
3	ariber	P	אַריבער	Aaryber	_
4	dem	D	דעם	deM	_
5	tsam	N	צאַם	qAaM	_
6	un	CONJ	און	AvN	_
7	farshvindt	VBF	פֿאַרשװינדט	fAar$Vyndt	_
8	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.351
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	zi	PRO	זי	zy	_
5	vet	MDF	װעט	Vet	_
6	shoyn	ADV	שױן	$WN	_
7	bay	P	בײַ	bYa	_
8	mir	PRO	מיר	myr	_
9	irs	PRO$	אירס	Ayrs	_
10	krign	VB	קריגן	krygN	_
11	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.352
1	zog	VBI	זאָג	zAog	_
2	,	PUNC	,	,	_
3	vos	WPRO	װאָס	VAos	_
4	hot	HVF	האָט	hAot	_
5	zi	PRO	זי	zy	_
6	gemeynt	VBN	געמײנט	gemYnt	_
7	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,72.353
1	stere	NPR	סטערע	stere	_
2	:	PUNC	:	:	_
3	ikh	PRO	איך	AyX	_
4	veys	VBF	װײס	VYs	_
5	shoyn	ADV	שױן	$WN	_
6	,	PUNC	,	,	_
7	vos	WPRO	װאָס	VAos	_
8	zi	PRO	זי	zy	_
9	hot	HVF	האָט	hAot	_
10	gemeynt	VBN	געמײנט	gemYnt	_
11	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.354
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	dayn	PRO$	דײַן	dYaN	_
5	tate	N	טאַטע	tAate	_
6	vet	MDF	װעט	Vet	_
7	nokh	ADV	נאָך	nAoX	_
8	haynt	ADV	הײַנט	hYant	_
9	do	ADV	דאָ	dAo	_
10	zayn	VB	זײַן	zYaN	_
11	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,72.355
1	stere	NPR	סטערע	stere	_
2	:	PUNC	:	:	_
3	ikh	PRO	איך	AyX	_
4	veys	VBF	װײס	VYs	_
5	nisht	NEG	נישט	ny$t	_
6	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.356
1	oyb	C	אױב	AWb	_
2	du	PRO	דו	dv	_
3	vilst	MDF	װילסט	Vylst	_
4	im	PRO	אים	AyM	_
5	zen	VB	זען	zeN	_
6	,	PUNC	,	,	_
7-8	kenstu	MDF~PRO	קענסטו	kenstv	_
7	kenst	MDF	קענסט	kenst	_
8	du	PRO	דו	dv	_
9-10	ariberkumen	ADV~VB	אַריבערקומען	AaryberkvmeN	_
9	ariber	ADV	אַריבער	Aaryber	_
10	kumen	VB	קומען	kvmeN	_
11	tsu	P	צו	qv	_
12	undz	PRO	אונדז	Avndz	_
13	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.357
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	dayn	PRO$	דײַן	dYaN	_
5	tate	N	טאַטע	tAate	_
6	hot	VBF	האָט	hAot	_
7	flign	N	פֿליגן	flygN	_
8	in	P	אין	AyN	_
9	noz	N	נאָז	nAoz	_
10	,	PUNC	,	,	_
11	farshteyst	VBF	פֿאַרשטײסט	fAar$tYst	_
12	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,72.358
1	er	PRO	ער	er	_
2	ken	MDF	קען	keN	_
3	nokh	ADV	נאָך	nAoX	_
4	a	D	אַ	Aa	_
5	mol	N	מאָל	mAol	_
6	zogn	VB	זאָגן	zAogN	_
7	,	PUNC	,	,	_
8	az	C	אַז	Aaz	_
9	es	PRO	עס	es	_
10	shteyt	VBF	שטײט	$tYt	_
11	im	PRO	אים	AyM	_
12	nisht	NEG	נישט	ny$t	_
13	on	RP	אָן	AoN	_
14	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.359
1	stere	NPR	סטערע	stere	_
2	:	PUNC	:	:	_
3	vos	WPRO	װאָס	VAos	_
4-5	meynstu	VBF~PRO	מײנסטו	mYnstv	_
4	meynst	VBF	מײנסט	mYnst	_
5	du	PRO	דו	dv	_
6	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,72.360
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	ikh	PRO	איך	AyX	_
5	meyn	VBF	מײן	mYN	_
6	shoyn	ADV	שױן	$WN	_
7	,	PUNC	,	,	_
8	vos	WPRO	װאָס	VAos	_
9	ikh	PRO	איך	AyX	_
10	meyn	VBF	מײן	mYN	_
11	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.361
1	vos	WPRO	װאָס	VAos	_
2	badarf	MDF	באַדאַרף	bAadAarF	_
3	ikh	PRO	איך	AyX	_
4-5	arumgeyn	ADV~VB	אַרומגײן	AarvmgYN	_
4	arum	ADV	אַרומ	Aarvm	_
5	geyn	VB	גײן	gYN	_
6	pust-un-pas	ADV	פּוסט-און-פּאַס	pvst-AvN-pAas	_
7	,	PUNC	,	,	_
8	un	CONJ	און	AvN	_
9	du	PRO	דו	dv	_
10	oykh	ADV	אױך	AWX	_
11	,	PUNC	,	,	_
12	az	C	אַז	Aaz	_
13	di	D	די	dy	_
14	oygn	N	אױגן	AWgN	_
15	zoln	MDF	זאָלן	zAolN	_
16-17	aroyskrikhn	ADV~VB	אַרױסקריכן	AarWskryxN	_
16	aroys	ADV	אַרױס	AarWs	_
17	krikhn	VB	קריכן	kryxN	_
18	fun	P	פֿון	fvN	_
19	kop	N	קאָפּ	kAop	_
20	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.362
1	stere	NPR	סטערע	stere	_
2	:	PUNC	:	:	_
3	meynst	VBF	מײנסט	mYnst	_
4	take	ADV	טאַקע	tAake	_
5	,	PUNC	,	,	_
6	az	C	אַז	Aaz	_
7	ikh	PRO	איך	AyX	_
8	vil	VBF	װיל	Vyl	_
9	dikh	PRO	דיך	dyX	_
10	far	P	פֿאַר	fAar	_
11	a	D	אַ	Aa	_
12	khosn	N	חתן	HSN	_
13	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,72.363
1	das	X	דאס	dAs	_
2	,	PUNC	,	,	_
3	bashr	C	באַשר	bAa$r	_
4	du	PRO	דו	dv	_
5	host	HVF	האָסט	hAost	_
6	zikh	PRO	זיך	zyX	_
7	mir	PRO	מיר	myr	_
8-9	aruntergeboygn	ADV~VBN	אַרונטערגעבױגן	AarvntergebWgN	_
8	arunter	ADV	אַרונטער	Aarvnter	_
9	geboygn	VBN	געבױגן	gebWgN	_
10	unter	P	אונטער	Avnter	_
11	der	D	דער	der	_
12	same	ADJ	סאַמע	sAame	_
13	noz	N	נאָז	nAoz	_
14	-	PUNC	-	-	_
15	to	ADV	טאָ	tAo	_
16	vos	WPRO	װאָס	VAos	_
17	hab	HVF	האַב	hAab	_
18	ikh	PRO	איך	AyX	_
19	gekent	MDN	געקענט	gekent	_
20	makhn	VB	מאַכן	mAaxN	_
21	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,72.364
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	me	PRO	מע	me	_
5	veyst	VBF	װײסט	VYst	_
6	shoyn	ADV	שױן	$WN	_
7	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.365
1	ot	FP	אָט	Aot	_
2	kum	VBI	קום	kvM	_
3	nor	FP	נאָר	nAor	_
4	aher	ADV	אַהער	Aaher	_
5	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.366
1	stere	NPR	סטערע	stere	_
2	:	PUNC	:	:	_
3	tsine	NPR	צינע	qyne	_
4	hot	HVF	האָט	hAot	_
5	zikh	PRO	זיך	zyX	_
6	vider	ADV	װידער	Vyder	_
7	gemuzt	MDN	געמוזט	gemvzt	_
8	ergets	ADV	ערגעץ	ergeQ	_
9	farganvenen	VB	פֿאַרגאַנװענען	fAargAanVeneN	_

SENT	1910E-GRINE-FELDER,72.367
1	un	CONJ	און	AvN	_
2	hert	VBF	הערט	hert	_
3	zikh	PRO	זיך	zyX	_
4	ayn	RP	אײַן	AYaN	_
5	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.368
1	zi	PRO	זי	zy	_
2	hot	HVF	האָט	hAot	_
3	frier	ADVR	פֿריִער	fryier	_
4	oykh	ADV	אױך	AWX	_
5	gezen	VBN	געזען	gezeN	_

SENT	1910E-GRINE-FELDER,72.369
1	un	CONJ	און	AvN	_
2	hot	HVF	האָט	hAot	_
3	dertseylt	VBN	דערצײלט	derqYlt	_
4	der	D	דער	der	_
5	mamen	N	מאַמען	mAameN	_
6	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.370
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	ot	FP	אָט	Aot	_
5	,	PUNC	,	,	_
6	nokh	ADV	נאָך	nAoX	_
7	epes	Q	עפּעס	epes	_
8	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.371
1	stere	NPR	סטערע	stere	_
2	:	PUNC	:	:	_
3	oyf	P	אױף	AWF	_
4	mayne	PRO$	מײַנע	mYane	_
5	nemones	N	נאמנות	nAmnvS	_
6	!	PUNC	!	!	_
7	zi	PRO	זי	zy	_
8	hot	HVF	האָט	hAot	_
9	mir	PRO	מיר	myr	_
10	aleyn	ADV	אַלײן	AalYN	_
11	dertseylt	VBN	דערצײלט	derqYlt	_
12	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.372
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	ot	FP	אָט	Aot	_
5	,	PUNC	,	,	_
6	doyre	VBI	דױרע	dWre	_
7	nisht	NEG	נישט	ny$t	_
8	dem	D	דעם	deM	_
9	kop	N	קאָפּ	kAop	_
10	;	PUNC	;	;	_

SENT	1910E-GRINE-FELDER,72.373
1	zi	PRO	זי	zy	_
2	hot	HVF	האָט	hAot	_
3	dikh	PRO	דיך	dyX	_
4-5	opgenart	RP~VBN	אָפּגענאַרט	AopgenAart	_
4	op	RP	אָפּ	Aop	_
5	genart	VBN	גענאַרט	genAart	_
6	,	PUNC	,	,	_

SENT	1910E-GRINE-FELDER,72.374
1	kenst	VBF	קענסט	kenst	_
2	zi	PRO	זי	zy	_
3	nokh	ADV	נאָך	nAoX	_
4	nisht	NEG	נישט	ny$t	_
5	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.375
1	stere	NPR	סטערע	stere	_
2	:	PUNC	:	:	_
3-4	vestu	MDF~PRO	װעסטו	Vestv	_
3	vest	MDF	װעסט	Vest	_
4	du	PRO	דו	dv	_
5	haynt	ADV	הײַנט	hYant	_
6-7	araynkumen	ADV~VB	אַרײַנקומען	AarYankvmeN	_
6	arayn	ADV	אַרײַנ	AarYan	_
7	kumen	VB	קומען	kvmeN	_
8	tsu	P	צו	qv	_
9	undz	PRO	אונדז	Avndz	_
10	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,72.376
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	dir	PRO	דיר	dyr	_
5	shteyt	VBF	שטײט	$tYt	_
6	nisht	NEG	נישט	ny$t	_
7	on	RP	אָן	AoN	_
8	,	PUNC	,	,	_
9-10	zogstu	VBF~PRO	זאָגסטו	zAogstv	_
9	zogs	VBF	זאָגסט	zAogst	_
10	tu	PRO	דו	dv	_
11	dokh	ADV	דאָך	dAoX	_
12	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.377
1	stere	NPR	סטערע	stere	_
2	:	PUNC	:	:	_
3	gey	VBI	גײ	gY	_
4	nor	FP	נאָר	nAor	_
5	a	D	אַ	Aa	_
6	bisele	N	ביסעלע	bysele	_
7	avek	ADV	אַװעק	AaVek	_
8	fun	P	פֿון	fvN	_
9	antkegn	P	אַנטקעגן	AantkegN	_
10	fentster	N	פֿענצטער	fenqter	_
11	,	PUNC	,	,	_
12	ot	FP	אָט	Aot	_
13	azoy	ADV	אַזױ	AazW	_
14	...	PUNC	...	...	_

SENT	1910E-GRINE-FELDER,72.378
1	zi	PRO	זי	zy	_
2	varft	VBF	װאַרפֿט	VAarft	_
3	zikh	PRO	זיך	zyX	_
4	im	PRO	אים	AyM	_
5-6	oyfn	P~D	אױפֿן	AWfN	_
5	oyf	P	אױפֿ	AWf	_
6	n	D	ן	N	_
7	haldz	N	האַלדז	hAaldz	_
8	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.379
1	tsine	NPR	צינע	qyne	_
2	:	PUNC	:	:	_
3	ir	PRO$	איר	Ayr	_
4	shtime	N	שטימע	$tyme	_
5	fun	P	פֿון	fvN	_
6-7	hintern	P~D	הינטערן	hynterN	_
6	hinter	P	הינטער	hynter	_
7	n	D	ן	N	_
8	tsam	N	צאַם	qAaM	_
9	.	PUNC	.	.	_
10	hersh	NPR	הערש	her$	_
11	ber	NPR	בער	ber	_
12	,	PUNC	,	,	_
13	du	PRO	דו	dv	_
14	bist	VBF	ביסט	byst	_
15	a	D	אַ	Aa	_
16	lekish	N	לעקיש	leky$	_
17	!	PUNC	!	!	_

SENT	1910E-GRINE-FELDER,72.380
1	stere	NPR	סטערע	stere	_
2	:	PUNC	:	:	_
3	tsinele	NPR	צינעלע	qynele	_
4	,	PUNC	,	,	_
5	ikh	PRO	איך	AyX	_
6	bin	VBF	בין	byN	_
7	shoyn	ADV	שױן	$WN	_
8	oyf	P	אױף	AWF	_
9	shtendik	ADV	שטענדיק	$tendyk	_
10	mit	P	מיט	myt	_
11	dir	PRO	דיר	dyr	_
12	broyges	ADJ	ברױגעס	brWges	_
13	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.381
1	farshemt	ADJ	פֿאַרשמט	fAar$mt	_
2	,	PUNC	,	,	_
3	tsetumlt	ADJ	צעטומלט	qetvmlt	_
4	,	PUNC	,	,	_
5	shpringt	VBF	שפּרינגט	$pryngt	_
6	ariber	P	אַריבער	Aaryber	_
7	dem	D	דעם	deM	_
8	tsam	N	צאַם	qAaM	_
9	un	CONJ	און	AvN	_
10	antloyft	VBF	אַנטלױפֿט	AantlWft	_
11	.	PUNC	.	.	_
12	tsine	NPR	צינע	qyne	_
13	kumt	VBF	קומט	kvmt	_
14	on	RP	אָן	AoN	_
15	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,72.382
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	vos	WPRO	װאָס	VAos	_
5-6	hostu	VBF~PRO	האָסטו	hAostv	_
5	host	VBF	האָסט	hAost	_
6	du	PRO	דו	dv	_
7	epes	Q	עפּעס	epes	_
8-10	untertsukukn	RP~TO~VB	אונטערצוקוקן	AvnterqvkvkN	_
8	unter	RP	אונטער	Avnter	_
9	tsu	TO	צו	qv	_
10	kukn	VB	קוקן	kvkN	_
11	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,73.384
1	tsine	NPR	צינע	qyne	_
2	:	PUNC	:	:	_
3	shem	VBI	שעם	$eM	_
4	zikh	PRO	זיך	zyX	_
5	take	ADV	טאַקע	tAake	_
6	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,73.385
1	zi	PRO	זי	zy	_
2	hot	VBF	האָט	hAot	_
3	dikh	PRO	דיך	dyX	_
4	azoy	ADV	אַזױ	AazW	_
5	lib	RP-ADJ	ליב	lyb	_

SENT	1910E-GRINE-FELDER,73.386
1	un	CONJ	און	AvN	_
2	du	PRO	דו	dv	_
3	makhst	VBF	מאַכסט	mAaxst	_
4	zikh	PRO	זיך	zyX	_
5	vi	P	װי	Vy	_
6	a	D	אַ	Aa	_
7	lekish	N	לעקיש	leky$	_
8	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,73.387
1	volst	MDF	װאָלסט	VAolst	_
2	shoyn	ADV	שױן	$WN	_
3	vartn	VB	װאַרטן	VAartN	_
4	,	PUNC	,	,	_
5	ikh	PRO	איך	AyX	_
6	zol	MDF	זאָל	zAol	_
7	dir	PRO	דיר	dyr	_
8	gebn	VB	געבן	gebN	_
9	a	D	אַ	Aa	_
10	kush	N	קוש	kv$	_
11	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,73.388
1	ven	C	װען	VeN	_
2	dos	D	דאָס	dAos	_
3	iz	VBF	איז	Ayz	_
4	oyf	P	אױף	AWF	_
5	mir	PRO	מיר	myr	_
6	,	PUNC	,	,	_
7	volst	VLF	װאָלסט	VAolst	_
8	du	PRO	דו	dv	_
9	mikh	PRO	מיך	myX	_
10	shoyn	ADV	שױן	$WN	_
11-12	nokhgelofn	RP~VBN	נאָכגעלאָפֿן	nAoxgelAofN	_
11	nokh	RP	נאָכ	nAox	_
12	gelofn	VBN	געלאָפֿן	gelAofN	_
13	-	PUNC	-	-	_

SENT	1910E-GRINE-FELDER,73.389
1	vos	WPRO	װאָס	VAos	_
2	art	VBF	אַרט	Aart	_
3	dir	PRO	דיר	dyr	_
4	!	PUNC	!	!	_

SENT	1910E-GRINE-FELDER,73.390
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	ze	VBI	זע	ze	_
5	nor	FP	נאָר	nAor	_
6	,	PUNC	,	,	_
7	shoyn	ADV	שױן	$WN	_
8	lang	ADV	לאַנג	lAang	_
9-10	bistu	VBF~PRO	ביסטו	bystv	_
9	bist	VBF	ביסט	byst	_
10	du	PRO	דו	dv	_
11	aza	ADJ	אַזאַ	AazAa	_
12	khakhome	N	חכמה	Hxmh	_
13	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,73.391
1	tsine	NPR	צינע	qyne	_
2	:	PUNC	:	:	_
3	ikh	PRO	איך	AyX	_
4	hob	HVF	האָב	hAob	_
5	dertseylt	VBN	דערצײלט	derqYlt	_
6	der	D	דער	der	_
7	mamen	N	מאַמען	mAameN	_
8	,	PUNC	,	,	_
9	az	C	אַז	Aaz	_
10	du	PRO	דו	dv	_
11	host	HVF	האָסט	hAost	_
12	zi	PRO	זי	zy	_
13	a	D	אַ	Aa	_
14	kush	N	קוש	kv$	_
15	geton	VBN	געטאָן	getAoN	_
16	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,73.392
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	zi	PRO	זי	zy	_
5	hot	HVF	האָט	hAot	_
6	es	PRO	עס	es	_
7	mir	PRO	מיר	myr	_
8	gor	ADV	גאָר	gAor	_
9	geton	VBN	געטאָן	getAoN	_
10	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,73.393
1	tsine	NPR	צינע	qyne	_
2	:	PUNC	:	:	_
3-4	zestu	VBF~PRO	זעסטו	zestv	_
3	zest	VBF	זעסט	zest	_
4	du	PRO	דו	dv	_
5	shoyn	ADV	שױן	$WN	_
6	,	PUNC	,	,	_
7	az	C	אַז	Aaz	_
8	du	PRO	דו	dv	_
9	bist	VBF	ביסט	byst	_
10	a	D	אַ	Aa	_
11	lekish	N	לעקיש	leky$	_
12	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,73.394
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	ober	CONJ	אָבער	Aober	_
5	,	PUNC	,	,	_
6	vos	WPRO	װאָס	VAos	_
7-8	hostu	VBF~PRO	האָסטו	hAostv	_
7	host	VBF	האָסט	hAost	_
8	du	PRO	דו	dv	_
9-11	umtsutrogn	RP~TO~VB	אומצוטראָגן	AvmqvtrAogN	_
9	um	RP	אומ	Avm	_
10	tsu	TO	צו	qv	_
11	trogn	VB	טראָגן	trAogN	_
12	ligns	N	ליגנס	lygns	_
13	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,73.395
1	tsine	NPR	צינע	qyne	_
2	:	PUNC	:	:	_
3	du	PRO	דו	dv	_
4	veyst	VBF	װײסט	VYst	_
5	dokh	ADV	דאָך	dAoX	_
6	,	PUNC	,	,	_
7	az	C	אַז	Aaz	_
8-9	s'iz	PRO~VBF	ס'איז	s'Ayz	_
8	s'	PRO	ס'	s'	_
9	iz	VBF	איז	Ayz	_
10	an	D	אַן	AaN	_
11	emes	N	אמת	AmS	_
12	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,73.396
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	oyb	C	אױב	AWb	_
5-6	s'i'	ES~VBF	ס'אי'	s'Ay'	_
5	s'	ES	ס'	s'	_
6	i'	VBF	אי'	Ay'	_
7	take	ADV	טאַקע	tAake	_
8	emes	N	אמת	AmS	_
9	,	PUNC	,	,	_
10	az	C	אַז	Aaz	_
11	du	PRO	דו	dv	_
12	host	HVF	האָסט	hAost	_
13	dertseylt	VBN	דערצײלט	derqYlt	_
14	der	D	דער	der	_
15	mamen	N	מאַמען	mAameN	_
16	,	PUNC	,	,	_
17	vel	MDF	װעל	Vel	_
18	ikh	PRO	איך	AyX	_
19	dikh	PRO	דיך	dyX	_
20	makhn	VB	מאַכן	mAaxN	_
21	vi	P	װי	Vy	_
22	a	D	אַ	Aa	_
23	bitern	ADJ	ביטערן	byterN	_
24	epl	N	עפּל	epl	_
25	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,73.397
1	tsine	NPR	צינע	qyne	_
2	:	PUNC	:	:	_
3	veln	MDF	װעלן	VelN	_
4	mir	PRO	מיר	myr	_
5	take	ADV	טאַקע	tAake	_
6	zen	VB	זען	zeN	_
7	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,73.398
1	hersh	NPR	הערש	her$	_
2	ber	NPR	בער	ber	_
3	:	PUNC	:	:	_
4	du	PRO	דו	dv	_
5	host	VBF	האָסט	hAost	_
6	mikh	PRO	מיך	myX	_
7	nisht	NEG	נישט	ny$t	_
8	vos	Q	װאָס	VAos	_
